evento_id,data,contexto,uf,ano,turno,vencedor,partido,incumbente,poll_lead_pp,outcome_real,probabilidade_prior,outcome_framing
uk2019_2019-12-12_wiki_WLS_lab,2019-12-12,LAB vence Wales (UK 2019 GE),WLS,2019,1,LAB,LAB,0,-6.3,1,0.421,LAB vence Wales (UK 2019 GE)
uk2019_2019-12-12_wiki_WLS_con,2019-12-12,CON vence Wales (UK 2019 GE),WLS,2019,1,CON,CON,1,6.3,0,0.579,CON vence Wales (UK 2019 GE)
uk2019_2019-11-30_wiki_WLS_lab,2019-11-30,LAB vence Wales (UK 2019 GE),WLS,2019,1,LAB,LAB,0,-15.0,1,0.312,LAB vence Wales (UK 2019 GE)
uk2019_2019-11-30_wiki_WLS_con,2019-11-30,CON vence Wales (UK 2019 GE),WLS,2019,1,CON,CON,1,15.0,0,0.688,CON vence Wales (UK 2019 GE)
uk2019_2019-12-12_wiki_NIR_dup,2019-12-12,DUP vence Northern Ireland (UK 2019 GE),NIR,2019,1,DUP,DUP,0,7.8,1,0.598,DUP vence Northern Ireland (UK 2019 GE)
uk2019_2019-12-12_wiki_NIR_sf,2019-12-12,SF vence Northern Ireland (UK 2019 GE),NIR,2019,1,SF,SF,0,-7.8,0,0.402,SF vence Northern Ireland (UK 2019 GE)
uk2019_2019-11-30_wiki_NIR_dup,2019-11-30,DUP vence Northern Ireland (UK 2019 GE),NIR,2019,1,DUP,DUP,0,5.0,1,0.562,DUP vence Northern Ireland (UK 2019 GE)
uk2019_2019-11-30_wiki_NIR_sf,2019-11-30,SF vence Northern Ireland (UK 2019 GE),NIR,2019,1,SF,SF,0,-5.0,0,0.438,SF vence Northern Ireland (UK 2019 GE)
uk2019_2019-12-12_wiki_LDN_lab,2019-12-12,LAB vence London (UK 2019 GE),LDN,2019,1,LAB,LAB,0,16.1,1,0.701,LAB vence London (UK 2019 GE)
uk2019_2019-12-12_wiki_LDN_con,2019-12-12,CON vence London (UK 2019 GE),LDN,2019,1,CON,CON,1,-16.1,0,0.299,CON vence London (UK 2019 GE)
uk2019_2019-12-10_wiki_LDN_lab,2019-12-10,LAB vence London (UK 2019 GE),LDN,2019,1,LAB,LAB,0,16.0,1,0.7,LAB vence London (UK 2019 GE)
uk2019_2019-12-10_wiki_LDN_con,2019-12-10,CON vence London (UK 2019 GE),LDN,2019,1,CON,CON,1,-16.0,0,0.3,CON vence London (UK 2019 GE)
uk2019_2019-12-02_wiki_LDN_lab,2019-12-02,LAB vence London (UK 2019 GE),LDN,2019,1,LAB,LAB,0,17.0,1,0.713,LAB vence London (UK 2019 GE)
uk2019_2019-12-02_wiki_LDN_con,2019-12-02,CON vence London (UK 2019 GE),LDN,2019,1,CON,CON,1,-17.0,0,0.287,CON vence London (UK 2019 GE)
uk2019_2019-12-12_wiki_LDN_lab,2019-12-12,LAB vence London (UK 2019 GE),LDN,2019,1,LAB,LAB,0,-30.0,1,0.125,LAB vence London (UK 2019 GE)
uk2019_2019-12-12_wiki_LDN_con,2019-12-12,CON vence London (UK 2019 GE),LDN,2019,1,CON,CON,1,30.0,0,0.875,CON vence London (UK 2019 GE)
uk2019_2019-11-22_wiki_LDN_lab,2019-11-22,LAB vence London (UK 2019 GE),LDN,2019,1,LAB,LAB,0,-33.8,1,0.078,LAB vence London (UK 2019 GE)
uk2019_2019-11-22_wiki_LDN_ld,2019-11-22,LD vence London (UK 2019 GE),LDN,2019,1,LD,LD,0,33.8,0,0.922,LD vence London (UK 2019 GE)
uk2019_2019-12-12_wiki_LDN_lab,2019-12-12,LAB vence London (UK 2019 GE),LDN,2019,1,LAB,LAB,0,-26.7,1,0.166,LAB vence London (UK 2019 GE)
uk2019_2019-12-12_wiki_LDN_con,2019-12-12,CON vence London (UK 2019 GE),LDN,2019,1,CON,CON,1,26.7,0,0.834,CON vence London (UK 2019 GE)
uk2019_2019-11-21_wiki_LDN_lab,2019-11-21,LAB vence London (UK 2019 GE),LDN,2019,1,LAB,LAB,0,-24.0,1,0.2,LAB vence London (UK 2019 GE)
uk2019_2019-11-21_wiki_LDN_con,2019-11-21,CON vence London (UK 2019 GE),LDN,2019,1,CON,CON,1,24.0,0,0.8,CON vence London (UK 2019 GE)
uk2019_2019-11-22_wiki_LDN_lab,2019-11-22,LAB vence London (UK 2019 GE),LDN,2019,1,LAB,LAB,0,-20.2,1,0.247,LAB vence London (UK 2019 GE)
uk2019_2019-11-22_wiki_LDN_con,2019-11-22,CON vence London (UK 2019 GE),LDN,2019,1,CON,CON,1,20.2,0,0.753,CON vence London (UK 2019 GE)
uk2019_2019-12-12_wiki_LDN_lab,2019-12-12,LAB vence London (UK 2019 GE),LDN,2019,1,LAB,LAB,0,-2.6,1,0.467,LAB vence London (UK 2019 GE)
uk2019_2019-12-12_wiki_LDN_con,2019-12-12,CON vence London (UK 2019 GE),LDN,2019,1,CON,CON,1,2.6,0,0.532,CON vence London (UK 2019 GE)
uk2019_2019-12-05_wiki_LDN_lab,2019-12-05,LAB vence London (UK 2019 GE),LDN,2019,1,LAB,LAB,0,-1.6,1,0.48,LAB vence London (UK 2019 GE)
uk2019_2019-12-05_wiki_LDN_con,2019-12-05,CON vence London (UK 2019 GE),LDN,2019,1,CON,CON,1,1.6,0,0.52,CON vence London (UK 2019 GE)
uk2019_2019-11-22_wiki_LDN_lab,2019-11-22,LAB vence London (UK 2019 GE),LDN,2019,1,LAB,LAB,0,-4.2,1,0.447,LAB vence London (UK 2019 GE)
uk2019_2019-11-22_wiki_LDN_con,2019-11-22,CON vence London (UK 2019 GE),LDN,2019,1,CON,CON,1,4.2,0,0.552,CON vence London (UK 2019 GE)
uk2019_2019-12-12_wiki_LDN_lab,2019-12-12,LAB vence London (UK 2019 GE),LDN,2019,1,LAB,LAB,0,-12.7,1,0.341,LAB vence London (UK 2019 GE)
uk2019_2019-12-12_wiki_LDN_con,2019-12-12,CON vence London (UK 2019 GE),LDN,2019,1,CON,CON,1,12.7,0,0.659,CON vence London (UK 2019 GE)
uk2019_2019-12-08_wiki_LDN_lab,2019-12-08,LAB vence London (UK 2019 GE),LDN,2019,1,LAB,LAB,0,-18.0,1,0.275,LAB vence London (UK 2019 GE)
uk2019_2019-12-08_wiki_LDN_con,2019-12-08,CON vence London (UK 2019 GE),LDN,2019,1,CON,CON,1,18.0,0,0.725,CON vence London (UK 2019 GE)
uk2019_2019-11-21_wiki_LDN_lab,2019-11-21,LAB vence London (UK 2019 GE),LDN,2019,1,LAB,LAB,0,-13.0,1,0.338,LAB vence London (UK 2019 GE)
uk2019_2019-11-21_wiki_LDN_con,2019-11-21,CON vence London (UK 2019 GE),LDN,2019,1,CON,CON,1,13.0,0,0.662,CON vence London (UK 2019 GE)
uk2019_2019-11-22_wiki_LDN_lab,2019-11-22,LAB vence London (UK 2019 GE),LDN,2019,1,LAB,LAB,0,-13.1,1,0.336,LAB vence London (UK 2019 GE)
uk2019_2019-11-22_wiki_LDN_con,2019-11-22,CON vence London (UK 2019 GE),LDN,2019,1,CON,CON,1,13.1,0,0.664,CON vence London (UK 2019 GE)
uk2019_2019-12-12_wiki_LDN_lab,2019-12-12,LAB vence London (UK 2019 GE),LDN,2019,1,LAB,LAB,0,-19.6,1,0.255,LAB vence London (UK 2019 GE)
uk2019_2019-12-12_wiki_LDN_con,2019-12-12,CON vence London (UK 2019 GE),LDN,2019,1,CON,CON,1,19.6,0,0.745,CON vence London (UK 2019 GE)
uk2019_2019-12-06_wiki_LDN_lab,2019-12-06,LAB vence London (UK 2019 GE),LDN,2019,1,LAB,LAB,0,-27.0,1,0.162,LAB vence London (UK 2019 GE)
uk2019_2019-12-06_wiki_LDN_con,2019-12-06,CON vence London (UK 2019 GE),LDN,2019,1,CON,CON,1,27.0,0,0.838,CON vence London (UK 2019 GE)
uk2019_2019-11-12_wiki_LDN_lab,2019-11-12,LAB vence London (UK 2019 GE),LDN,2019,1,LAB,LAB,0,-27.0,1,0.162,LAB vence London (UK 2019 GE)
uk2019_2019-11-12_wiki_LDN_con,2019-11-12,CON vence London (UK 2019 GE),LDN,2019,1,CON,CON,1,27.0,0,0.838,CON vence London (UK 2019 GE)
uk2019_2019-11-22_wiki_LDN_lab,2019-11-22,LAB vence London (UK 2019 GE),LDN,2019,1,LAB,LAB,0,-17.3,1,0.284,LAB vence London (UK 2019 GE)
uk2019_2019-11-22_wiki_LDN_con,2019-11-22,CON vence London (UK 2019 GE),LDN,2019,1,CON,CON,1,17.3,0,0.716,CON vence London (UK 2019 GE)
uk2019_2019-12-12_wiki_LDN_lab,2019-12-12,LAB vence London (UK 2019 GE),LDN,2019,1,LAB,LAB,0,-7.7,1,0.404,LAB vence London (UK 2019 GE)
uk2019_2019-12-12_wiki_LDN_con,2019-12-12,CON vence London (UK 2019 GE),LDN,2019,1,CON,CON,1,7.7,0,0.596,CON vence London (UK 2019 GE)
uk2019_2019-11-21_wiki_LDN_lab,2019-11-21,LAB vence London (UK 2019 GE),LDN,2019,1,LAB,LAB,0,-18.0,1,0.275,LAB vence London (UK 2019 GE)
uk2019_2019-11-21_wiki_LDN_con,2019-11-21,CON vence London (UK 2019 GE),LDN,2019,1,CON,CON,1,18.0,0,0.725,CON vence London (UK 2019 GE)
uk2019_2019-11-22_wiki_LDN_lab,2019-11-22,LAB vence London (UK 2019 GE),LDN,2019,1,LAB,LAB,0,-14.3,1,0.321,LAB vence London (UK 2019 GE)
uk2019_2019-11-22_wiki_LDN_con,2019-11-22,CON vence London (UK 2019 GE),LDN,2019,1,CON,CON,1,14.3,0,0.679,CON vence London (UK 2019 GE)
uk2019_2019-12-12_wiki_LDN_lab,2019-12-12,LAB vence London (UK 2019 GE),LDN,2019,1,LAB,LAB,0,-0.3,1,0.496,LAB vence London (UK 2019 GE)
uk2019_2019-12-12_wiki_LDN_con,2019-12-12,CON vence London (UK 2019 GE),LDN,2019,1,CON,CON,1,0.3,0,0.504,CON vence London (UK 2019 GE)
uk2019_2019-12-08_wiki_LDN_lab,2019-12-08,LAB vence London (UK 2019 GE),LDN,2019,1,LAB,LAB,0,-10.0,1,0.375,LAB vence London (UK 2019 GE)
uk2019_2019-12-08_wiki_LDN_con,2019-12-08,CON vence London (UK 2019 GE),LDN,2019,1,CON,CON,1,10.0,0,0.625,CON vence London (UK 2019 GE)
uk2019_2019-11-13_wiki_LDN_lab,2019-11-13,LAB vence London (UK 2019 GE),LDN,2019,1,LAB,LAB,0,-9.0,1,0.388,LAB vence London (UK 2019 GE)
uk2019_2019-11-13_wiki_LDN_con,2019-11-13,CON vence London (UK 2019 GE),LDN,2019,1,CON,CON,1,9.0,0,0.613,CON vence London (UK 2019 GE)
uk2019_2019-11-22_wiki_LDN_lab,2019-11-22,LAB vence London (UK 2019 GE),LDN,2019,1,LAB,LAB,0,-4.3,1,0.446,LAB vence London (UK 2019 GE)
uk2019_2019-11-22_wiki_LDN_con,2019-11-22,CON vence London (UK 2019 GE),LDN,2019,1,CON,CON,1,4.3,0,0.554,CON vence London (UK 2019 GE)
uk2019_2019-12-12_wiki_LDN_lab,2019-12-12,LAB vence London (UK 2019 GE),LDN,2019,1,LAB,LAB,0,9.4,1,0.617,LAB vence London (UK 2019 GE)
uk2019_2019-12-12_wiki_LDN_con,2019-12-12,CON vence London (UK 2019 GE),LDN,2019,1,CON,CON,1,-9.4,0,0.383,CON vence London (UK 2019 GE)
uk2019_2019-12-01_wiki_LDN_lab,2019-12-01,LAB vence London (UK 2019 GE),LDN,2019,1,LAB,LAB,0,-3.0,1,0.463,LAB vence London (UK 2019 GE)
uk2019_2019-12-01_wiki_LDN_con,2019-12-01,CON vence London (UK 2019 GE),LDN,2019,1,CON,CON,1,3.0,0,0.537,CON vence London (UK 2019 GE)
uk2019_2019-12-05_wiki_LDN_lab,2019-12-05,LAB vence London (UK 2019 GE),LDN,2019,1,LAB,LAB,0,-3.2,1,0.46,LAB vence London (UK 2019 GE)
uk2019_2019-12-05_wiki_LDN_con,2019-12-05,CON vence London (UK 2019 GE),LDN,2019,1,CON,CON,1,3.2,0,0.54,CON vence London (UK 2019 GE)
uk2019_2019-11-22_wiki_LDN_lab,2019-11-22,LAB vence London (UK 2019 GE),LDN,2019,1,LAB,LAB,0,-8.4,1,0.395,LAB vence London (UK 2019 GE)
uk2019_2019-11-22_wiki_LDN_con,2019-11-22,CON vence London (UK 2019 GE),LDN,2019,1,CON,CON,1,8.4,0,0.605,CON vence London (UK 2019 GE)
uk2019_2019-12-12_wiki_LDN_lab,2019-12-12,LAB vence London (UK 2019 GE),LDN,2019,1,LAB,LAB,0,-47.9,1,-0.099,LAB vence London (UK 2019 GE)
uk2019_2019-12-12_wiki_LDN_ld,2019-12-12,LD vence London (UK 2019 GE),LDN,2019,1,LD,LD,0,47.9,0,1.099,LD vence London (UK 2019 GE)
uk2019_2019-11-22_wiki_LDN_lab,2019-11-22,LAB vence London (UK 2019 GE),LDN,2019,1,LAB,LAB,0,-49.6,1,-0.12,LAB vence London (UK 2019 GE)
uk2019_2019-11-22_wiki_LDN_ld,2019-11-22,LD vence London (UK 2019 GE),LDN,2019,1,LD,LD,0,49.6,0,1.12,LD vence London (UK 2019 GE)
uk2019_2019-12-12_wiki_NEE_lab,2019-12-12,LAB vence North East England (UK 2019 GE),NEE,2019,1,LAB,LAB,0,4.3,1,0.554,LAB vence North East England (UK 2019 GE)
uk2019_2019-12-12_wiki_NEE_con,2019-12-12,CON vence North East England (UK 2019 GE),NEE,2019,1,CON,CON,1,-4.3,0,0.446,CON vence North East England (UK 2019 GE)
uk2019_2019-12-10_wiki_NEE_lab,2019-12-10,LAB vence North East England (UK 2019 GE),NEE,2019,1,LAB,LAB,0,9.0,1,0.613,LAB vence North East England (UK 2019 GE)
uk2019_2019-12-10_wiki_NEE_con,2019-12-10,CON vence North East England (UK 2019 GE),NEE,2019,1,CON,CON,1,-9.0,0,0.388,CON vence North East England (UK 2019 GE)
uk2019_2019-11-22_wiki_NEE_lab,2019-11-22,LAB vence North East England (UK 2019 GE),NEE,2019,1,LAB,LAB,0,12.0,1,0.65,LAB vence North East England (UK 2019 GE)
uk2019_2019-11-22_wiki_NEE_con,2019-11-22,CON vence North East England (UK 2019 GE),NEE,2019,1,CON,CON,1,-12.0,0,0.35,CON vence North East England (UK 2019 GE)
uk2019_2019-12-12_wiki_NEE_lab,2019-12-12,LAB vence North East England (UK 2019 GE),NEE,2019,1,LAB,LAB,0,-35.3,1,0.059,LAB vence North East England (UK 2019 GE)
uk2019_2019-12-12_wiki_NEE_con,2019-12-12,CON vence North East England (UK 2019 GE),NEE,2019,1,CON,CON,1,35.3,0,0.941,CON vence North East England (UK 2019 GE)
uk2019_2019-11-26_wiki_NEE_lab,2019-11-26,LAB vence North East England (UK 2019 GE),NEE,2019,1,LAB,LAB,0,-43.0,1,-0.037,LAB vence North East England (UK 2019 GE)
uk2019_2019-11-26_wiki_NEE_con,2019-11-26,CON vence North East England (UK 2019 GE),NEE,2019,1,CON,CON,1,43.0,0,1.038,CON vence North East England (UK 2019 GE)
uk2019_2019-12-12_wiki_NEE_lab,2019-12-12,LAB vence North East England (UK 2019 GE),NEE,2019,1,LAB,LAB,0,-9.6,1,0.38,LAB vence North East England (UK 2019 GE)
uk2019_2019-12-12_wiki_NEE_con,2019-12-12,CON vence North East England (UK 2019 GE),NEE,2019,1,CON,CON,1,9.6,0,0.62,CON vence North East England (UK 2019 GE)
uk2019_2019-12-09_wiki_NEE_lab,2019-12-09,LAB vence North East England (UK 2019 GE),NEE,2019,1,LAB,LAB,0,-3.0,1,0.463,LAB vence North East England (UK 2019 GE)
uk2019_2019-12-09_wiki_NEE_con,2019-12-09,CON vence North East England (UK 2019 GE),NEE,2019,1,CON,CON,1,3.0,0,0.537,CON vence North East England (UK 2019 GE)
uk2019_2019-12-12_wiki_NWE_lab,2019-12-12,LAB vence North West England (UK 2019 GE),NWE,2019,1,LAB,LAB,0,8.8,1,0.61,LAB vence North West England (UK 2019 GE)
uk2019_2019-12-12_wiki_NWE_con,2019-12-12,CON vence North West England (UK 2019 GE),NWE,2019,1,CON,CON,1,-8.8,0,0.39,CON vence North West England (UK 2019 GE)
uk2019_2019-12-10_wiki_NWE_lab,2019-12-10,LAB vence North West England (UK 2019 GE),NWE,2019,1,LAB,LAB,0,8.0,1,0.6,LAB vence North West England (UK 2019 GE)
uk2019_2019-12-10_wiki_NWE_con,2019-12-10,CON vence North West England (UK 2019 GE),NWE,2019,1,CON,CON,1,-8.0,0,0.4,CON vence North West England (UK 2019 GE)
uk2019_2019-11-22_wiki_NWE_lab,2019-11-22,LAB vence North West England (UK 2019 GE),NWE,2019,1,LAB,LAB,0,2.0,1,0.525,LAB vence North West England (UK 2019 GE)
uk2019_2019-11-22_wiki_NWE_con,2019-11-22,CON vence North West England (UK 2019 GE),NWE,2019,1,CON,CON,1,-2.0,0,0.475,CON vence North West England (UK 2019 GE)
uk2019_2019-12-12_wiki_NWE_lab,2019-12-12,LAB vence North West England (UK 2019 GE),NWE,2019,1,LAB,LAB,0,-8.6,1,0.392,LAB vence North West England (UK 2019 GE)
uk2019_2019-12-12_wiki_NWE_con,2019-12-12,CON vence North West England (UK 2019 GE),NWE,2019,1,CON,CON,1,8.6,0,0.608,CON vence North West England (UK 2019 GE)
uk2019_2019-12-06_wiki_NWE_lab,2019-12-06,LAB vence North West England (UK 2019 GE),NWE,2019,1,LAB,LAB,0,-8.0,1,0.4,LAB vence North West England (UK 2019 GE)
uk2019_2019-12-06_wiki_NWE_con,2019-12-06,CON vence North West England (UK 2019 GE),NWE,2019,1,CON,CON,1,8.0,0,0.6,CON vence North West England (UK 2019 GE)
uk2019_2019-12-12_wiki_NWE_lab,2019-12-12,LAB vence North West England (UK 2019 GE),NWE,2019,1,LAB,LAB,0,-10.1,1,0.374,LAB vence North West England (UK 2019 GE)
uk2019_2019-12-12_wiki_NWE_con,2019-12-12,CON vence North West England (UK 2019 GE),NWE,2019,1,CON,CON,1,10.1,0,0.626,CON vence North West England (UK 2019 GE)
uk2019_2019-12-12_wiki_YHB_con,2019-12-12,CON vence Yorkshire and the Humber (UK 2019 GE),YHB,2019,1,CON,CON,1,4.2,1,0.552,CON vence Yorkshire and the Humber (UK 2019 GE)
uk2019_2019-12-12_wiki_YHB_lab,2019-12-12,LAB vence Yorkshire and the Humber (UK 2019 GE),YHB,2019,1,LAB,LAB,0,-4.2,0,0.447,LAB vence Yorkshire and the Humber (UK 2019 GE)
uk2019_2019-12-10_wiki_YHB_con,2019-12-10,CON vence Yorkshire and the Humber (UK 2019 GE),YHB,2019,1,CON,CON,1,0.0,1,0.5,CON vence Yorkshire and the Humber (UK 2019 GE)
uk2019_2019-12-10_wiki_YHB_lab,2019-12-10,LAB vence Yorkshire and the Humber (UK 2019 GE),YHB,2019,1,LAB,LAB,0,0.0,0,0.5,LAB vence Yorkshire and the Humber (UK 2019 GE)
uk2019_2019-11-22_wiki_YHB_con,2019-11-22,CON vence Yorkshire and the Humber (UK 2019 GE),YHB,2019,1,CON,CON,1,-1.0,1,0.487,CON vence Yorkshire and the Humber (UK 2019 GE)
uk2019_2019-11-22_wiki_YHB_lab,2019-11-22,LAB vence Yorkshire and the Humber (UK 2019 GE),YHB,2019,1,LAB,LAB,0,1.0,0,0.512,LAB vence Yorkshire and the Humber (UK 2019 GE)
uk2019_2019-12-12_wiki_YHB_con,2019-12-12,CON vence Yorkshire and the Humber (UK 2019 GE),YHB,2019,1,CON,CON,1,22.2,1,0.777,CON vence Yorkshire and the Humber (UK 2019 GE)
uk2019_2019-12-12_wiki_YHB_lab,2019-12-12,LAB vence Yorkshire and the Humber (UK 2019 GE),YHB,2019,1,LAB,LAB,0,-22.2,0,0.223,LAB vence Yorkshire and the Humber (UK 2019 GE)
uk2019_2019-11-15_wiki_YHB_con,2019-11-15,CON vence Yorkshire and the Humber (UK 2019 GE),YHB,2019,1,CON,CON,1,13.0,1,0.662,CON vence Yorkshire and the Humber (UK 2019 GE)
uk2019_2019-11-15_wiki_YHB_lab,2019-11-15,LAB vence Yorkshire and the Humber (UK 2019 GE),YHB,2019,1,LAB,LAB,0,-13.0,0,0.338,LAB vence Yorkshire and the Humber (UK 2019 GE)
uk2019_2019-12-12_wiki_EMD_con,2019-12-12,CON vence East Midlands (UK 2019 GE),EMD,2019,1,CON,CON,1,23.1,1,0.789,CON vence East Midlands (UK 2019 GE)
uk2019_2019-12-12_wiki_EMD_lab,2019-12-12,LAB vence East Midlands (UK 2019 GE),EMD,2019,1,LAB,LAB,0,-23.1,0,0.211,LAB vence East Midlands (UK 2019 GE)
uk2019_2019-12-10_wiki_EMD_con,2019-12-10,CON vence East Midlands (UK 2019 GE),EMD,2019,1,CON,CON,1,17.0,1,0.713,CON vence East Midlands (UK 2019 GE)
uk2019_2019-12-10_wiki_EMD_lab,2019-12-10,LAB vence East Midlands (UK 2019 GE),EMD,2019,1,LAB,LAB,0,-17.0,0,0.287,LAB vence East Midlands (UK 2019 GE)
uk2019_2019-11-22_wiki_EMD_con,2019-11-22,CON vence East Midlands (UK 2019 GE),EMD,2019,1,CON,CON,1,18.0,1,0.725,CON vence East Midlands (UK 2019 GE)
uk2019_2019-11-22_wiki_EMD_lab,2019-11-22,LAB vence East Midlands (UK 2019 GE),EMD,2019,1,LAB,LAB,0,-18.0,0,0.275,LAB vence East Midlands (UK 2019 GE)
uk2019_2019-12-12_wiki_EMD_con,2019-12-12,CON vence East Midlands (UK 2019 GE),EMD,2019,1,CON,CON,1,1.4,1,0.517,CON vence East Midlands (UK 2019 GE)
uk2019_2019-12-12_wiki_EMD_lab,2019-12-12,LAB vence East Midlands (UK 2019 GE),EMD,2019,1,LAB,LAB,0,-1.4,0,0.483,LAB vence East Midlands (UK 2019 GE)
uk2019_2019-12-12_wiki_WMD_con,2019-12-12,CON vence West Midlands (UK 2019 GE),WMD,2019,1,CON,CON,1,19.6,1,0.745,CON vence West Midlands (UK 2019 GE)
uk2019_2019-12-12_wiki_WMD_lab,2019-12-12,LAB vence West Midlands (UK 2019 GE),WMD,2019,1,LAB,LAB,0,-19.6,0,0.255,LAB vence West Midlands (UK 2019 GE)
uk2019_2019-12-10_wiki_WMD_con,2019-12-10,CON vence West Midlands (UK 2019 GE),WMD,2019,1,CON,CON,1,13.0,1,0.662,CON vence West Midlands (UK 2019 GE)
uk2019_2019-12-10_wiki_WMD_lab,2019-12-10,LAB vence West Midlands (UK 2019 GE),WMD,2019,1,LAB,LAB,0,-13.0,0,0.338,LAB vence West Midlands (UK 2019 GE)
uk2019_2019-11-22_wiki_WMD_con,2019-11-22,CON vence West Midlands (UK 2019 GE),WMD,2019,1,CON,CON,1,7.0,1,0.588,CON vence West Midlands (UK 2019 GE)
uk2019_2019-11-22_wiki_WMD_lab,2019-11-22,LAB vence West Midlands (UK 2019 GE),WMD,2019,1,LAB,LAB,0,-7.0,0,0.412,LAB vence West Midlands (UK 2019 GE)
uk2019_2019-12-12_wiki_WMD_con,2019-12-12,CON vence West Midlands (UK 2019 GE),WMD,2019,1,CON,CON,1,-1.5,1,0.481,CON vence West Midlands (UK 2019 GE)
uk2019_2019-12-12_wiki_WMD_lab,2019-12-12,LAB vence West Midlands (UK 2019 GE),WMD,2019,1,LAB,LAB,0,1.5,0,0.519,LAB vence West Midlands (UK 2019 GE)
uk2019_2019-11-23_wiki_WMD_con,2019-11-23,CON vence West Midlands (UK 2019 GE),WMD,2019,1,CON,CON,1,1.0,1,0.512,CON vence West Midlands (UK 2019 GE)
