evento_id,data,contexto,uf,ano,turno,vencedor,partido,incumbente,poll_lead_pp,outcome_real,probabilidade_prior,outcome_framing
g2022_PA,2022-09-04,Helder será reeleito PA?,PA,2022,1,Helder Barbalho,MDB,1,42,1,0.95,Helder será reeleito PA?
g2022_PB,2022-09-04,Azevedo será reeleito PB?,PB,2022,2,Joao Azevedo,PSB,1,4,1,0.55,Azevedo será reeleito PB?
g2022_PE,2022-09-04,Raquel vencerá PE?,PE,2022,2,Raquel Lyra,PSDB,0,6,1,0.60,Raquel vencerá PE?
g2022_PI,2022-09-04,Rafael Fonteles vencerá PI?,PI,2022,2,Rafael Fonteles,PT,0,7,1,0.62,Rafael Fonteles vencerá PI?
g2022_PR,2022-09-04,Ratinho será reeleito PR?,PR,2022,1,Ratinho Junior,PSD,1,45,1,0.97,Ratinho será reeleito PR?
g2022_RJ,2022-09-04,Cláudio Castro será reeleito RJ?,RJ,2022,1,Claudio Castro,PL,1,15,1,0.72,Cláudio Castro será reeleito RJ?
g2022_RN,2022-09-04,Fátima será reeleita RN?,RN,2022,2,Fatima Bezerra,PT,1,5,1,0.58,Fátima será reeleita RN?
g2022_RO,2022-09-04,Marcos Rocha será reeleito RO?,RO,2022,1,Marcos Rocha,UNIAO,1,18,1,0.75,Marcos Rocha será reeleito RO?
g2022_RR,2022-09-04,Denarium será reeleito RR?,RR,2022,1,Antonio Denarium,PP,1,20,1,0.78,Denarium será reeleito RR?
g2022_RS,2022-09-04,Leite será reeleito RS?,RS,2022,2,Eduardo Leite,PSDB,1,3,1,0.55,Leite será reeleito RS?
g2022_SC,2022-09-04,Jorginho vencerá SC?,SC,2022,2,Jorginho Mello,PL,0,6,1,0.60,Jorginho vencerá SC?
g2022_SE,2022-09-04,Mitidieri vencerá SE?,SE,2022,1,Fabio Mitidieri,PSD,0,12,1,0.68,Mitidieri vencerá SE?
g2022_SP,2022-09-04,Tarcísio vencerá SP?,SP,2022,2,Tarcisio de Freitas,REP,0,5,1,0.58,Tarcísio vencerá SP?
g2022_TO,2022-09-04,Wanderlei vencerá TO?,TO,2022,1,Wanderlei Barbosa,REP,0,14,1,0.70,Wanderlei vencerá TO?
gloss_2022_AC,2022-09-04,Viana derrotará Cameli AC?,AC,2022,1,Jorge Viana,PT,0,-30,0,0.08,Viana derrotará Cameli AC?
gloss_2022_AL,2022-09-04,Cunha vencerá AL?,AL,2022,1,Rodrigo Cunha,UNIAO,0,-8,0,0.38,Cunha vencerá AL?
gloss_2022_AM,2022-09-04,Braga vencerá AM?,AM,2022,2,Eduardo Braga,MDB,0,-5,0,0.40,Braga vencerá AM?
gloss_2022_AP,2022-09-04,Furlan vencerá AP?,AP,2022,2,Antonio Furlan,MDB,0,-3,0,0.45,Furlan vencerá AP?
gloss_2022_BA,2022-09-04,ACM Neto vencerá BA?,BA,2022,2,Aclm Neto,UNIAO,0,-9,0,0.35,ACM Neto vencerá BA?
gloss_2022_CE,2022-09-04,Roberto Cláudio vencerá CE?,CE,2022,2,Roberto Claudio,PDT,0,-7,0,0.40,Roberto Cláudio vencerá CE?
gloss_2022_DF,2022-09-04,Grass vencerá DF?,DF,2022,1,Leandro Grass,PV,0,-28,0,0.10,Grass vencerá DF?
gloss_2022_ES,2022-09-04,Manato derrotará Casagrande ES?,ES,2022,1,Carlos Manato,PL,0,-22,0,0.15,Manato derrotará Casagrande ES?
gloss_2022_GO,2022-09-04,Marconi derrotará Caiado GO?,GO,2022,1,Marconi Perillo,PSDB,0,-40,0,0.05,Marconi derrotará Caiado GO?
gloss_2022_MA,2022-09-04,Lahesio vencerá MA?,MA,2022,2,Lahesio Bonfim,PSC,0,-4,0,0.45,Lahesio vencerá MA?
gloss_2022_MG,2022-09-04,Kalil derrotará Zema MG?,MG,2022,1,Alexandre Kalil,PSD,0,-32,0,0.05,Kalil derrotará Zema MG?
gloss_2022_MS,2022-09-04,Puccinelli vencerá MS?,MS,2022,2,Andre Puccinelli,MDB,0,-5,0,0.42,Puccinelli vencerá MS?
gloss_2022_MT,2022-09-04,Fávaro derrotará Mauro Mendes MT?,MT,2022,1,Carlos Favaro,PSD,0,-38,0,0.05,Fávaro derrotará Mauro Mendes MT?
gloss_2022_PA,2022-09-04,Marinho derrotará Helder PA?,PA,2022,1,Zequinha Marinho,PL,0,-42,0,0.05,Marinho derrotará Helder PA?
gloss_2022_PB,2022-09-04,Pedro Cunha vencerá PB?,PB,2022,2,Pedro Cunha Lima,PSDB,0,-4,0,0.45,Pedro Cunha vencerá PB?
gloss_2022_PE,2022-09-04,Marília vencerá PE?,PE,2022,2,Marilia Arraes,SOLID,0,-6,0,0.40,Marília vencerá PE?
gloss_2022_PI,2022-09-04,Sylvio vencerá PI?,PI,2022,2,Sylvio Mendes,UNIAO,0,-7,0,0.38,Sylvio vencerá PI?
gloss_2022_PR,2022-09-04,Requião derrotará Ratinho PR?,PR,2022,1,Roberto Requiao,PT,0,-45,0,0.03,Requião derrotará Ratinho PR?
gloss_2022_RJ,2022-09-04,Freixo derrotará Castro RJ?,RJ,2022,1,Marcelo Freixo,PSB,0,-15,0,0.28,Freixo derrotará Castro RJ?
gloss_2022_RN,2022-09-04,Marinho vencerá RN?,RN,2022,2,Rogerio Marinho,PL,0,-5,0,0.42,Marinho vencerá RN?
gloss_2022_RO,2022-09-04,Rogério vencerá RO?,RO,2022,1,Marcos Rogerio,PL,0,-18,0,0.25,Rogério vencerá RO?
gloss_2022_RR,2022-09-04,Surita vencerá RR?,RR,2022,1,Teresa Surita,MDB,0,-20,0,0.22,Surita vencerá RR?
gloss_2022_RS,2022-09-04,Onyx vencerá RS?,RS,2022,2,Onyx Lorenzoni,PL,0,-3,0,0.45,Onyx vencerá RS?
gloss_2022_SC,2022-09-04,Décio vencerá SC?,SC,2022,2,Decio Lima,PT,0,-6,0,0.40,Décio vencerá SC?
gloss_2022_SE,2022-09-04,Rogério vencerá SE?,SE,2022,1,Rogerio Carvalho,PT,0,-12,0,0.32,Rogério vencerá SE?
gloss_2022_SP,2022-09-04,Haddad vencerá SP?,SP,2022,2,Fernando Haddad,PT,0,-5,0,0.42,Haddad vencerá SP?
gloss_2022_TO,2022-09-04,Mourão vencerá TO?,TO,2022,1,Paulo Mourao,PT,0,-14,0,0.30,Mourão vencerá TO?
