evento_id,data,contexto,uf,ano,turno,vencedor,partido,incumbente,poll_lead_pp,outcome_real,probabilidade_prior,outcome_framing
us2016_2016-10-09_538_MA_rep,2016-10-09,Donald Trump (REP) vs Hillary Clinton in MA (2016 US presidential),MA,2016,1,Hillary Clinton,REP,0,-23.28,0,0.209,Donald Trump (REP) vs Hillary Clinton in MA (2016 US presidential)
us2016_2016-10-09_538_MI_dem,2016-10-09,Hillary Clinton (DEM) vs Donald Trump in MI (2016 US presidential),MI,2016,1,Donald Trump,DEM,0,7.09,0,0.589,Hillary Clinton (DEM) vs Donald Trump in MI (2016 US presidential)
us2016_2016-10-09_538_MI_rep,2016-10-09,Donald Trump (REP) vs Hillary Clinton in MI (2016 US presidential),MI,2016,1,Donald Trump,REP,0,-7.09,1,0.411,Donald Trump (REP) vs Hillary Clinton in MI (2016 US presidential)
us2016_2016-10-09_538_MN_dem,2016-10-09,Hillary Clinton (DEM) vs Donald Trump in MN (2016 US presidential),MN,2016,1,Hillary Clinton,DEM,0,6.08,1,0.576,Hillary Clinton (DEM) vs Donald Trump in MN (2016 US presidential)
us2016_2016-10-09_538_MN_rep,2016-10-09,Donald Trump (REP) vs Hillary Clinton in MN (2016 US presidential),MN,2016,1,Hillary Clinton,REP,0,-6.08,0,0.424,Donald Trump (REP) vs Hillary Clinton in MN (2016 US presidential)
us2016_2016-10-09_538_MS_dem,2016-10-09,Hillary Clinton (DEM) vs Donald Trump in MS (2016 US presidential),MS,2016,1,Donald Trump,DEM,0,-8.86,0,0.389,Hillary Clinton (DEM) vs Donald Trump in MS (2016 US presidential)
us2016_2016-10-09_538_MS_rep,2016-10-09,Donald Trump (REP) vs Hillary Clinton in MS (2016 US presidential),MS,2016,1,Donald Trump,REP,0,8.86,1,0.611,Donald Trump (REP) vs Hillary Clinton in MS (2016 US presidential)
us2016_2016-10-09_538_MO_dem,2016-10-09,Hillary Clinton (DEM) vs Donald Trump in MO (2016 US presidential),MO,2016,1,Donald Trump,DEM,0,-6.96,0,0.413,Hillary Clinton (DEM) vs Donald Trump in MO (2016 US presidential)
us2016_2016-10-09_538_MO_rep,2016-10-09,Donald Trump (REP) vs Hillary Clinton in MO (2016 US presidential),MO,2016,1,Donald Trump,REP,0,6.96,1,0.587,Donald Trump (REP) vs Hillary Clinton in MO (2016 US presidential)
us2016_2016-10-09_538_MT_dem,2016-10-09,Hillary Clinton (DEM) vs Donald Trump in MT (2016 US presidential),MT,2016,1,Donald Trump,DEM,0,-17.09,0,0.286,Hillary Clinton (DEM) vs Donald Trump in MT (2016 US presidential)
us2016_2016-10-09_538_MT_rep,2016-10-09,Donald Trump (REP) vs Hillary Clinton in MT (2016 US presidential),MT,2016,1,Donald Trump,REP,0,17.09,1,0.714,Donald Trump (REP) vs Hillary Clinton in MT (2016 US presidential)
us2016_2016-10-09_538_NE_dem,2016-10-09,Hillary Clinton (DEM) vs Donald Trump in NE (2016 US presidential),NE,2016,1,Donald Trump,DEM,0,-19.85,0,0.252,Hillary Clinton (DEM) vs Donald Trump in NE (2016 US presidential)
us2016_2016-10-09_538_NE_rep,2016-10-09,Donald Trump (REP) vs Hillary Clinton in NE (2016 US presidential),NE,2016,1,Donald Trump,REP,0,19.85,1,0.748,Donald Trump (REP) vs Hillary Clinton in NE (2016 US presidential)
us2016_2016-10-09_538_NV_dem,2016-10-09,Hillary Clinton (DEM) vs Donald Trump in NV (2016 US presidential),NV,2016,1,Hillary Clinton,DEM,0,1.8,1,0.523,Hillary Clinton (DEM) vs Donald Trump in NV (2016 US presidential)
us2016_2016-10-09_538_NV_rep,2016-10-09,Donald Trump (REP) vs Hillary Clinton in NV (2016 US presidential),NV,2016,1,Hillary Clinton,REP,0,-1.8,0,0.477,Donald Trump (REP) vs Hillary Clinton in NV (2016 US presidential)
us2016_2016-10-09_538_NH_dem,2016-10-09,Hillary Clinton (DEM) vs Donald Trump in NH (2016 US presidential),NH,2016,1,Hillary Clinton,DEM,0,7.01,1,0.588,Hillary Clinton (DEM) vs Donald Trump in NH (2016 US presidential)
us2016_2016-10-09_538_NH_rep,2016-10-09,Donald Trump (REP) vs Hillary Clinton in NH (2016 US presidential),NH,2016,1,Hillary Clinton,REP,0,-7.01,0,0.412,Donald Trump (REP) vs Hillary Clinton in NH (2016 US presidential)
us2016_2016-10-09_538_NJ_dem,2016-10-09,Hillary Clinton (DEM) vs Donald Trump in NJ (2016 US presidential),NJ,2016,1,Hillary Clinton,DEM,0,11.44,1,0.643,Hillary Clinton (DEM) vs Donald Trump in NJ (2016 US presidential)
us2016_2016-10-09_538_NJ_rep,2016-10-09,Donald Trump (REP) vs Hillary Clinton in NJ (2016 US presidential),NJ,2016,1,Hillary Clinton,REP,0,-11.44,0,0.357,Donald Trump (REP) vs Hillary Clinton in NJ (2016 US presidential)
us2016_2016-10-09_538_NM_dem,2016-10-09,Hillary Clinton (DEM) vs Donald Trump in NM (2016 US presidential),NM,2016,1,Hillary Clinton,DEM,0,8.82,1,0.61,Hillary Clinton (DEM) vs Donald Trump in NM (2016 US presidential)
us2016_2016-10-09_538_NM_rep,2016-10-09,Donald Trump (REP) vs Hillary Clinton in NM (2016 US presidential),NM,2016,1,Hillary Clinton,REP,0,-8.82,0,0.39,Donald Trump (REP) vs Hillary Clinton in NM (2016 US presidential)
us2016_2016-10-09_538_NY_dem,2016-10-09,Hillary Clinton (DEM) vs Donald Trump in NY (2016 US presidential),NY,2016,1,Hillary Clinton,DEM,0,19.17,1,0.74,Hillary Clinton (DEM) vs Donald Trump in NY (2016 US presidential)
us2016_2016-10-09_538_NY_rep,2016-10-09,Donald Trump (REP) vs Hillary Clinton in NY (2016 US presidential),NY,2016,1,Hillary Clinton,REP,0,-19.17,0,0.26,Donald Trump (REP) vs Hillary Clinton in NY (2016 US presidential)
us2016_2016-10-09_538_NC_dem,2016-10-09,Hillary Clinton (DEM) vs Donald Trump in NC (2016 US presidential),NC,2016,1,Donald Trump,DEM,0,2.3,0,0.529,Hillary Clinton (DEM) vs Donald Trump in NC (2016 US presidential)
us2016_2016-10-09_538_NC_rep,2016-10-09,Donald Trump (REP) vs Hillary Clinton in NC (2016 US presidential),NC,2016,1,Donald Trump,REP,0,-2.3,1,0.471,Donald Trump (REP) vs Hillary Clinton in NC (2016 US presidential)
us2016_2016-10-09_538_ND_dem,2016-10-09,Hillary Clinton (DEM) vs Donald Trump in ND (2016 US presidential),ND,2016,1,Donald Trump,DEM,0,-16.58,0,0.293,Hillary Clinton (DEM) vs Donald Trump in ND (2016 US presidential)
us2016_2016-10-09_538_ND_rep,2016-10-09,Donald Trump (REP) vs Hillary Clinton in ND (2016 US presidential),ND,2016,1,Donald Trump,REP,0,16.58,1,0.707,Donald Trump (REP) vs Hillary Clinton in ND (2016 US presidential)
us2016_2016-10-09_538_OH_dem,2016-10-09,Hillary Clinton (DEM) vs Donald Trump in OH (2016 US presidential),OH,2016,1,Donald Trump,DEM,0,0.67,0,0.508,Hillary Clinton (DEM) vs Donald Trump in OH (2016 US presidential)
us2016_2016-10-09_538_OH_rep,2016-10-09,Donald Trump (REP) vs Hillary Clinton in OH (2016 US presidential),OH,2016,1,Donald Trump,REP,0,-0.67,1,0.492,Donald Trump (REP) vs Hillary Clinton in OH (2016 US presidential)
us2016_2016-10-09_538_OK_dem,2016-10-09,Hillary Clinton (DEM) vs Donald Trump in OK (2016 US presidential),OK,2016,1,Donald Trump,DEM,0,-19.78,0,0.253,Hillary Clinton (DEM) vs Donald Trump in OK (2016 US presidential)
us2016_2016-10-09_538_OK_rep,2016-10-09,Donald Trump (REP) vs Hillary Clinton in OK (2016 US presidential),OK,2016,1,Donald Trump,REP,0,19.78,1,0.747,Donald Trump (REP) vs Hillary Clinton in OK (2016 US presidential)
us2016_2016-10-09_538_OR_dem,2016-10-09,Hillary Clinton (DEM) vs Donald Trump in OR (2016 US presidential),OR,2016,1,Hillary Clinton,DEM,0,11.52,1,0.644,Hillary Clinton (DEM) vs Donald Trump in OR (2016 US presidential)
us2016_2016-10-09_538_OR_rep,2016-10-09,Donald Trump (REP) vs Hillary Clinton in OR (2016 US presidential),OR,2016,1,Hillary Clinton,REP,0,-11.52,0,0.356,Donald Trump (REP) vs Hillary Clinton in OR (2016 US presidential)
us2016_2016-10-09_538_PA_dem,2016-10-09,Hillary Clinton (DEM) vs Donald Trump in PA (2016 US presidential),PA,2016,1,Donald Trump,DEM,0,6.79,0,0.585,Hillary Clinton (DEM) vs Donald Trump in PA (2016 US presidential)
us2016_2016-10-09_538_PA_rep,2016-10-09,Donald Trump (REP) vs Hillary Clinton in PA (2016 US presidential),PA,2016,1,Donald Trump,REP,0,-6.79,1,0.415,Donald Trump (REP) vs Hillary Clinton in PA (2016 US presidential)
us2016_2016-10-09_538_RI_dem,2016-10-09,Hillary Clinton (DEM) vs Donald Trump in RI (2016 US presidential),RI,2016,1,Hillary Clinton,DEM,0,12.87,1,0.661,Hillary Clinton (DEM) vs Donald Trump in RI (2016 US presidential)
us2016_2016-10-09_538_RI_rep,2016-10-09,Donald Trump (REP) vs Hillary Clinton in RI (2016 US presidential),RI,2016,1,Hillary Clinton,REP,0,-12.87,0,0.339,Donald Trump (REP) vs Hillary Clinton in RI (2016 US presidential)
us2016_2016-10-09_538_SC_dem,2016-10-09,Hillary Clinton (DEM) vs Donald Trump in SC (2016 US presidential),SC,2016,1,Donald Trump,DEM,0,-6.82,0,0.415,Hillary Clinton (DEM) vs Donald Trump in SC (2016 US presidential)
us2016_2016-10-09_538_SC_rep,2016-10-09,Donald Trump (REP) vs Hillary Clinton in SC (2016 US presidential),SC,2016,1,Donald Trump,REP,0,6.82,1,0.585,Donald Trump (REP) vs Hillary Clinton in SC (2016 US presidential)
us2016_2016-10-09_538_SD_dem,2016-10-09,Hillary Clinton (DEM) vs Donald Trump in SD (2016 US presidential),SD,2016,1,Donald Trump,DEM,0,-14.72,0,0.316,Hillary Clinton (DEM) vs Donald Trump in SD (2016 US presidential)
us2016_2016-10-09_538_SD_rep,2016-10-09,Donald Trump (REP) vs Hillary Clinton in SD (2016 US presidential),SD,2016,1,Donald Trump,REP,0,14.72,1,0.684,Donald Trump (REP) vs Hillary Clinton in SD (2016 US presidential)
us2016_2016-10-09_538_TN_dem,2016-10-09,Hillary Clinton (DEM) vs Donald Trump in TN (2016 US presidential),TN,2016,1,Donald Trump,DEM,0,-13.7,0,0.329,Hillary Clinton (DEM) vs Donald Trump in TN (2016 US presidential)
us2016_2016-10-09_538_TN_rep,2016-10-09,Donald Trump (REP) vs Hillary Clinton in TN (2016 US presidential),TN,2016,1,Donald Trump,REP,0,13.7,1,0.671,Donald Trump (REP) vs Hillary Clinton in TN (2016 US presidential)
us2016_2016-10-09_538_TX_dem,2016-10-09,Hillary Clinton (DEM) vs Donald Trump in TX (2016 US presidential),TX,2016,1,Donald Trump,DEM,0,-5.68,0,0.429,Hillary Clinton (DEM) vs Donald Trump in TX (2016 US presidential)
us2016_2016-10-09_538_TX_rep,2016-10-09,Donald Trump (REP) vs Hillary Clinton in TX (2016 US presidential),TX,2016,1,Donald Trump,REP,0,5.68,1,0.571,Donald Trump (REP) vs Hillary Clinton in TX (2016 US presidential)
us2016_2016-10-09_538_UT_dem,2016-10-09,Hillary Clinton (DEM) vs Donald Trump in UT (2016 US presidential),UT,2016,1,Donald Trump,DEM,0,-7.93,0,0.401,Hillary Clinton (DEM) vs Donald Trump in UT (2016 US presidential)
us2016_2016-10-09_538_UT_rep,2016-10-09,Donald Trump (REP) vs Hillary Clinton in UT (2016 US presidential),UT,2016,1,Donald Trump,REP,0,7.93,1,0.599,Donald Trump (REP) vs Hillary Clinton in UT (2016 US presidential)
us2016_2016-10-09_538_VT_dem,2016-10-09,Hillary Clinton (DEM) vs Donald Trump in VT (2016 US presidential),VT,2016,1,Hillary Clinton,DEM,0,21.25,1,0.766,Hillary Clinton (DEM) vs Donald Trump in VT (2016 US presidential)
us2016_2016-10-09_538_VT_rep,2016-10-09,Donald Trump (REP) vs Hillary Clinton in VT (2016 US presidential),VT,2016,1,Hillary Clinton,REP,0,-21.25,0,0.234,Donald Trump (REP) vs Hillary Clinton in VT (2016 US presidential)
us2016_2016-10-09_538_VA_dem,2016-10-09,Hillary Clinton (DEM) vs Donald Trump in VA (2016 US presidential),VA,2016,1,Hillary Clinton,DEM,0,8.08,1,0.601,Hillary Clinton (DEM) vs Donald Trump in VA (2016 US presidential)
us2016_2016-10-09_538_VA_rep,2016-10-09,Donald Trump (REP) vs Hillary Clinton in VA (2016 US presidential),VA,2016,1,Hillary Clinton,REP,0,-8.08,0,0.399,Donald Trump (REP) vs Hillary Clinton in VA (2016 US presidential)
us2016_2016-10-09_538_WA_dem,2016-10-09,Hillary Clinton (DEM) vs Donald Trump in WA (2016 US presidential),WA,2016,1,Hillary Clinton,DEM,0,12.0,1,0.65,Hillary Clinton (DEM) vs Donald Trump in WA (2016 US presidential)
us2016_2016-10-09_538_WA_rep,2016-10-09,Donald Trump (REP) vs Hillary Clinton in WA (2016 US presidential),WA,2016,1,Hillary Clinton,REP,0,-12.0,0,0.35,Donald Trump (REP) vs Hillary Clinton in WA (2016 US presidential)
us2016_2016-10-09_538_WV_dem,2016-10-09,Hillary Clinton (DEM) vs Donald Trump in WV (2016 US presidential),WV,2016,1,Donald Trump,DEM,0,-26.92,0,0.164,Hillary Clinton (DEM) vs Donald Trump in WV (2016 US presidential)
us2016_2016-10-09_538_WV_rep,2016-10-09,Donald Trump (REP) vs Hillary Clinton in WV (2016 US presidential),WV,2016,1,Donald Trump,REP,0,26.92,1,0.836,Donald Trump (REP) vs Hillary Clinton in WV (2016 US presidential)
us2016_2016-10-09_538_WI_dem,2016-10-09,Hillary Clinton (DEM) vs Donald Trump in WI (2016 US presidential),WI,2016,1,Donald Trump,DEM,0,6.58,0,0.582,Hillary Clinton (DEM) vs Donald Trump in WI (2016 US presidential)
us2016_2016-10-09_538_WI_rep,2016-10-09,Donald Trump (REP) vs Hillary Clinton in WI (2016 US presidential),WI,2016,1,Donald Trump,REP,0,-6.58,1,0.418,Donald Trump (REP) vs Hillary Clinton in WI (2016 US presidential)
us2016_2016-10-09_538_WY_dem,2016-10-09,Hillary Clinton (DEM) vs Donald Trump in WY (2016 US presidential),WY,2016,1,Donald Trump,DEM,0,-35.42,0,0.057,Hillary Clinton (DEM) vs Donald Trump in WY (2016 US presidential)
us2016_2016-10-09_538_WY_rep,2016-10-09,Donald Trump (REP) vs Hillary Clinton in WY (2016 US presidential),WY,2016,1,Donald Trump,REP,0,35.42,1,0.943,Donald Trump (REP) vs Hillary Clinton in WY (2016 US presidential)
us2016_2016-10-10_538_AL_dem,2016-10-10,Hillary Clinton (DEM) vs Donald Trump in AL (2016 US presidential),AL,2016,1,Donald Trump,DEM,0,-25.87,0,0.177,Hillary Clinton (DEM) vs Donald Trump in AL (2016 US presidential)
us2016_2016-10-10_538_AL_rep,2016-10-10,Donald Trump (REP) vs Hillary Clinton in AL (2016 US presidential),AL,2016,1,Donald Trump,REP,0,25.87,1,0.823,Donald Trump (REP) vs Hillary Clinton in AL (2016 US presidential)
us2016_2016-10-10_538_AK_dem,2016-10-10,Hillary Clinton (DEM) vs Donald Trump in AK (2016 US presidential),AK,2016,1,Donald Trump,DEM,0,-6.15,0,0.423,Hillary Clinton (DEM) vs Donald Trump in AK (2016 US presidential)
us2016_2016-10-10_538_AK_rep,2016-10-10,Donald Trump (REP) vs Hillary Clinton in AK (2016 US presidential),AK,2016,1,Donald Trump,REP,0,6.15,1,0.577,Donald Trump (REP) vs Hillary Clinton in AK (2016 US presidential)
us2016_2016-10-10_538_AZ_dem,2016-10-10,Hillary Clinton (DEM) vs Donald Trump in AZ (2016 US presidential),AZ,2016,1,Donald Trump,DEM,0,-0.24,0,0.497,Hillary Clinton (DEM) vs Donald Trump in AZ (2016 US presidential)
us2016_2016-10-10_538_AZ_rep,2016-10-10,Donald Trump (REP) vs Hillary Clinton in AZ (2016 US presidential),AZ,2016,1,Donald Trump,REP,0,0.24,1,0.503,Donald Trump (REP) vs Hillary Clinton in AZ (2016 US presidential)
us2016_2016-10-10_538_AR_dem,2016-10-10,Hillary Clinton (DEM) vs Donald Trump in AR (2016 US presidential),AR,2016,1,Donald Trump,DEM,0,-18.29,0,0.271,Hillary Clinton (DEM) vs Donald Trump in AR (2016 US presidential)
us2016_2016-10-10_538_AR_rep,2016-10-10,Donald Trump (REP) vs Hillary Clinton in AR (2016 US presidential),AR,2016,1,Donald Trump,REP,0,18.29,1,0.729,Donald Trump (REP) vs Hillary Clinton in AR (2016 US presidential)
us2016_2016-10-10_538_CA_dem,2016-10-10,Hillary Clinton (DEM) vs Donald Trump in CA (2016 US presidential),CA,2016,1,Hillary Clinton,DEM,0,23.94,1,0.799,Hillary Clinton (DEM) vs Donald Trump in CA (2016 US presidential)
us2016_2016-10-10_538_CA_rep,2016-10-10,Donald Trump (REP) vs Hillary Clinton in CA (2016 US presidential),CA,2016,1,Hillary Clinton,REP,0,-23.94,0,0.201,Donald Trump (REP) vs Hillary Clinton in CA (2016 US presidential)
us2016_2016-10-10_538_CO_dem,2016-10-10,Hillary Clinton (DEM) vs Donald Trump in CO (2016 US presidential),CO,2016,1,Hillary Clinton,DEM,0,5.65,1,0.571,Hillary Clinton (DEM) vs Donald Trump in CO (2016 US presidential)
