evento_id,data,contexto,uf,ano,turno,vencedor,partido,incumbente,poll_lead_pp,outcome_real,probabilidade_prior,outcome_framing
us2020_2020-11-02_538_NY_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in NY (2020 US presidential),NY,2020,1,Joe Biden,REP,1,-29.42,0,0.132,Donald Trump (REP) vs Joe Biden in NY (2020 US presidential)
us2020_2020-11-02_538_NM_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in NM (2020 US presidential),NM,2020,1,Joe Biden,DEM,0,11.74,1,0.647,Joe Biden (DEM) vs Donald Trump in NM (2020 US presidential)
us2020_2020-11-02_538_NM_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in NM (2020 US presidential),NM,2020,1,Joe Biden,REP,1,-11.74,0,0.353,Donald Trump (REP) vs Joe Biden in NM (2020 US presidential)
us2020_2020-11-02_538_NJ_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in NJ (2020 US presidential),NJ,2020,1,Joe Biden,DEM,0,20.43,1,0.755,Joe Biden (DEM) vs Donald Trump in NJ (2020 US presidential)
us2020_2020-11-02_538_NJ_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in NJ (2020 US presidential),NJ,2020,1,Joe Biden,REP,1,-20.43,0,0.245,Donald Trump (REP) vs Joe Biden in NJ (2020 US presidential)
us2020_2020-11-02_538_NH_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in NH (2020 US presidential),NH,2020,1,Joe Biden,DEM,0,11.09,1,0.639,Joe Biden (DEM) vs Donald Trump in NH (2020 US presidential)
us2020_2020-11-02_538_NH_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in NH (2020 US presidential),NH,2020,1,Joe Biden,REP,1,-11.09,0,0.361,Donald Trump (REP) vs Joe Biden in NH (2020 US presidential)
us2020_2020-11-02_538_NV_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in NV (2020 US presidential),NV,2020,1,Joe Biden,DEM,0,5.3,1,0.566,Joe Biden (DEM) vs Donald Trump in NV (2020 US presidential)
us2020_2020-11-02_538_NV_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in NV (2020 US presidential),NV,2020,1,Joe Biden,REP,1,-5.3,0,0.434,Donald Trump (REP) vs Joe Biden in NV (2020 US presidential)
us2020_2020-11-02_538_NE_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in NE (2020 US presidential),NE,2020,1,Donald Trump,DEM,0,-9.65,0,0.379,Joe Biden (DEM) vs Donald Trump in NE (2020 US presidential)
us2020_2020-11-02_538_NE_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in NE (2020 US presidential),NE,2020,1,Donald Trump,REP,1,9.65,1,0.621,Donald Trump (REP) vs Joe Biden in NE (2020 US presidential)
us2020_2020-11-02_538_MT_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in MT (2020 US presidential),MT,2020,1,Donald Trump,DEM,0,-4.42,0,0.445,Joe Biden (DEM) vs Donald Trump in MT (2020 US presidential)
us2020_2020-11-02_538_MT_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in MT (2020 US presidential),MT,2020,1,Donald Trump,REP,1,4.42,1,0.555,Donald Trump (REP) vs Joe Biden in MT (2020 US presidential)
us2020_2020-11-02_538_MO_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in MO (2020 US presidential),MO,2020,1,Donald Trump,DEM,0,-8.0,0,0.4,Joe Biden (DEM) vs Donald Trump in MO (2020 US presidential)
us2020_2020-11-02_538_MO_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in MO (2020 US presidential),MO,2020,1,Donald Trump,REP,1,8.0,1,0.6,Donald Trump (REP) vs Joe Biden in MO (2020 US presidential)
us2020_2020-11-02_538_MS_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in MS (2020 US presidential),MS,2020,1,Donald Trump,DEM,0,-15.92,0,0.301,Joe Biden (DEM) vs Donald Trump in MS (2020 US presidential)
us2020_2020-11-02_538_MS_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in MS (2020 US presidential),MS,2020,1,Donald Trump,REP,1,15.92,1,0.699,Donald Trump (REP) vs Joe Biden in MS (2020 US presidential)
us2020_2020-11-02_538_MN_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in MN (2020 US presidential),MN,2020,1,Joe Biden,DEM,0,9.18,1,0.615,Joe Biden (DEM) vs Donald Trump in MN (2020 US presidential)
us2020_2020-11-02_538_MN_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in MN (2020 US presidential),MN,2020,1,Joe Biden,REP,1,-9.18,0,0.385,Donald Trump (REP) vs Joe Biden in MN (2020 US presidential)
us2020_2020-11-02_538_MI_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in MI (2020 US presidential),MI,2020,1,Joe Biden,DEM,0,8.17,1,0.602,Joe Biden (DEM) vs Donald Trump in MI (2020 US presidential)
us2020_2020-11-02_538_MI_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in MI (2020 US presidential),MI,2020,1,Joe Biden,REP,1,-8.17,0,0.398,Donald Trump (REP) vs Joe Biden in MI (2020 US presidential)
us2020_2020-11-02_538_MA_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in MA (2020 US presidential),MA,2020,1,Joe Biden,DEM,0,35.77,1,0.947,Joe Biden (DEM) vs Donald Trump in MA (2020 US presidential)
us2020_2020-11-02_538_MA_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in MA (2020 US presidential),MA,2020,1,Joe Biden,REP,1,-35.77,0,0.053,Donald Trump (REP) vs Joe Biden in MA (2020 US presidential)
us2020_2020-11-02_538_MD_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in MD (2020 US presidential),MD,2020,1,Joe Biden,DEM,0,31.43,1,0.893,Joe Biden (DEM) vs Donald Trump in MD (2020 US presidential)
us2020_2020-11-02_538_MD_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in MD (2020 US presidential),MD,2020,1,Joe Biden,REP,1,-31.43,0,0.107,Donald Trump (REP) vs Joe Biden in MD (2020 US presidential)
us2020_2020-11-02_538_ME_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in ME (2020 US presidential),ME,2020,1,Joe Biden,DEM,0,13.45,1,0.668,Joe Biden (DEM) vs Donald Trump in ME (2020 US presidential)
us2020_2020-11-02_538_ME_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in ME (2020 US presidential),ME,2020,1,Joe Biden,REP,1,-13.45,0,0.332,Donald Trump (REP) vs Joe Biden in ME (2020 US presidential)
us2020_2020-11-02_538_LA_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in LA (2020 US presidential),LA,2020,1,Donald Trump,DEM,0,-20.56,0,0.243,Joe Biden (DEM) vs Donald Trump in LA (2020 US presidential)
us2020_2020-11-02_538_LA_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in LA (2020 US presidential),LA,2020,1,Donald Trump,REP,1,20.56,1,0.757,Donald Trump (REP) vs Joe Biden in LA (2020 US presidential)
us2020_2020-11-02_538_KY_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in KY (2020 US presidential),KY,2020,1,Donald Trump,DEM,0,-15.72,0,0.303,Joe Biden (DEM) vs Donald Trump in KY (2020 US presidential)
us2020_2020-11-02_538_KY_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in KY (2020 US presidential),KY,2020,1,Donald Trump,REP,1,15.72,1,0.697,Donald Trump (REP) vs Joe Biden in KY (2020 US presidential)
us2020_2020-11-02_538_KS_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in KS (2020 US presidential),KS,2020,1,Donald Trump,DEM,0,-12.91,0,0.339,Joe Biden (DEM) vs Donald Trump in KS (2020 US presidential)
us2020_2020-11-02_538_KS_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in KS (2020 US presidential),KS,2020,1,Donald Trump,REP,1,12.91,1,0.661,Donald Trump (REP) vs Joe Biden in KS (2020 US presidential)
us2020_2020-11-02_538_IA_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in IA (2020 US presidential),IA,2020,1,Donald Trump,DEM,0,-1.29,0,0.484,Joe Biden (DEM) vs Donald Trump in IA (2020 US presidential)
us2020_2020-11-02_538_IA_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in IA (2020 US presidential),IA,2020,1,Donald Trump,REP,1,1.29,1,0.516,Donald Trump (REP) vs Joe Biden in IA (2020 US presidential)
us2020_2020-11-02_538_IN_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in IN (2020 US presidential),IN,2020,1,Donald Trump,DEM,0,-10.82,0,0.365,Joe Biden (DEM) vs Donald Trump in IN (2020 US presidential)
us2020_2020-11-02_538_IN_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in IN (2020 US presidential),IN,2020,1,Donald Trump,REP,1,10.82,1,0.635,Donald Trump (REP) vs Joe Biden in IN (2020 US presidential)
us2020_2020-11-02_538_IL_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in IL (2020 US presidential),IL,2020,1,Joe Biden,DEM,0,16.01,1,0.7,Joe Biden (DEM) vs Donald Trump in IL (2020 US presidential)
us2020_2020-11-02_538_IL_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in IL (2020 US presidential),IL,2020,1,Joe Biden,REP,1,-16.01,0,0.3,Donald Trump (REP) vs Joe Biden in IL (2020 US presidential)
us2020_2020-11-02_538_ID_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in ID (2020 US presidential),ID,2020,1,Donald Trump,DEM,0,-18.12,0,0.273,Joe Biden (DEM) vs Donald Trump in ID (2020 US presidential)
us2020_2020-11-02_538_ID_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in ID (2020 US presidential),ID,2020,1,Donald Trump,REP,1,18.12,1,0.727,Donald Trump (REP) vs Joe Biden in ID (2020 US presidential)
us2020_2020-11-02_538_HI_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in HI (2020 US presidential),HI,2020,1,Joe Biden,DEM,0,34.35,1,0.929,Joe Biden (DEM) vs Donald Trump in HI (2020 US presidential)
us2020_2020-11-02_538_HI_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in HI (2020 US presidential),HI,2020,1,Joe Biden,REP,1,-34.35,0,0.071,Donald Trump (REP) vs Joe Biden in HI (2020 US presidential)
us2020_2020-11-02_538_GA_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in GA (2020 US presidential),GA,2020,1,Joe Biden,DEM,0,1.34,1,0.517,Joe Biden (DEM) vs Donald Trump in GA (2020 US presidential)
us2020_2020-11-02_538_GA_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in GA (2020 US presidential),GA,2020,1,Joe Biden,REP,1,-1.34,0,0.483,Donald Trump (REP) vs Joe Biden in GA (2020 US presidential)
us2020_2020-11-02_538_FL_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in FL (2020 US presidential),FL,2020,1,Donald Trump,DEM,0,2.58,0,0.532,Joe Biden (DEM) vs Donald Trump in FL (2020 US presidential)
us2020_2020-11-02_538_FL_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in FL (2020 US presidential),FL,2020,1,Donald Trump,REP,1,-2.58,1,0.468,Donald Trump (REP) vs Joe Biden in FL (2020 US presidential)
us2020_2020-11-02_538_DC_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in DC (2020 US presidential),DC,2020,1,Joe Biden,DEM,0,84.99,1,1.562,Joe Biden (DEM) vs Donald Trump in DC (2020 US presidential)
us2020_2020-11-02_538_DC_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in DC (2020 US presidential),DC,2020,1,Joe Biden,REP,1,-84.99,0,-0.562,Donald Trump (REP) vs Joe Biden in DC (2020 US presidential)
us2020_2020-11-02_538_DE_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in DE (2020 US presidential),DE,2020,1,Joe Biden,DEM,0,24.27,1,0.803,Joe Biden (DEM) vs Donald Trump in DE (2020 US presidential)
us2020_2020-11-02_538_DE_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in DE (2020 US presidential),DE,2020,1,Joe Biden,REP,1,-24.27,0,0.197,Donald Trump (REP) vs Joe Biden in DE (2020 US presidential)
us2020_2020-11-02_538_CT_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in CT (2020 US presidential),CT,2020,1,Joe Biden,DEM,0,26.26,1,0.828,Joe Biden (DEM) vs Donald Trump in CT (2020 US presidential)
us2020_2020-11-02_538_CT_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in CT (2020 US presidential),CT,2020,1,Joe Biden,REP,1,-26.26,0,0.172,Donald Trump (REP) vs Joe Biden in CT (2020 US presidential)
us2020_2020-11-02_538_CO_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in CO (2020 US presidential),CO,2020,1,Joe Biden,DEM,0,12.46,1,0.656,Joe Biden (DEM) vs Donald Trump in CO (2020 US presidential)
us2020_2020-11-02_538_CO_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in CO (2020 US presidential),CO,2020,1,Joe Biden,REP,1,-12.46,0,0.344,Donald Trump (REP) vs Joe Biden in CO (2020 US presidential)
us2020_2020-11-02_538_CA_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in CA (2020 US presidential),CA,2020,1,Joe Biden,DEM,0,29.19,1,0.865,Joe Biden (DEM) vs Donald Trump in CA (2020 US presidential)
us2020_2020-11-02_538_CA_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in CA (2020 US presidential),CA,2020,1,Joe Biden,REP,1,-29.19,0,0.135,Donald Trump (REP) vs Joe Biden in CA (2020 US presidential)
us2020_2020-11-02_538_AR_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in AR (2020 US presidential),AR,2020,1,Donald Trump,DEM,0,-22.76,0,0.216,Joe Biden (DEM) vs Donald Trump in AR (2020 US presidential)
us2020_2020-11-02_538_AR_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in AR (2020 US presidential),AR,2020,1,Donald Trump,REP,1,22.76,1,0.784,Donald Trump (REP) vs Joe Biden in AR (2020 US presidential)
us2020_2020-11-02_538_AZ_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in AZ (2020 US presidential),AZ,2020,1,Joe Biden,DEM,0,2.6,1,0.532,Joe Biden (DEM) vs Donald Trump in AZ (2020 US presidential)
us2020_2020-11-02_538_AZ_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in AZ (2020 US presidential),AZ,2020,1,Joe Biden,REP,1,-2.6,0,0.468,Donald Trump (REP) vs Joe Biden in AZ (2020 US presidential)
us2020_2020-11-02_538_AK_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in AK (2020 US presidential),AK,2020,1,Donald Trump,DEM,0,-7.66,0,0.404,Joe Biden (DEM) vs Donald Trump in AK (2020 US presidential)
us2020_2020-11-02_538_AK_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in AK (2020 US presidential),AK,2020,1,Donald Trump,REP,1,7.66,1,0.596,Donald Trump (REP) vs Joe Biden in AK (2020 US presidential)
us2020_2020-11-02_538_AL_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in AL (2020 US presidential),AL,2020,1,Donald Trump,DEM,0,-19.53,0,0.256,Joe Biden (DEM) vs Donald Trump in AL (2020 US presidential)
us2020_2020-11-02_538_AL_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in AL (2020 US presidential),AL,2020,1,Donald Trump,REP,1,19.53,1,0.744,Donald Trump (REP) vs Joe Biden in AL (2020 US presidential)
us2020_2020-11-01_538_WY_dem,2020-11-01,Joe Biden (DEM) vs Donald Trump in WY (2020 US presidential),WY,2020,1,Donald Trump,DEM,0,-31.51,0,0.106,Joe Biden (DEM) vs Donald Trump in WY (2020 US presidential)
us2020_2020-11-01_538_WY_rep,2020-11-01,Donald Trump (REP) vs Joe Biden in WY (2020 US presidential),WY,2020,1,Donald Trump,REP,1,31.51,1,0.894,Donald Trump (REP) vs Joe Biden in WY (2020 US presidential)
us2020_2020-11-01_538_WI_dem,2020-11-01,Joe Biden (DEM) vs Donald Trump in WI (2020 US presidential),WI,2020,1,Joe Biden,DEM,0,7.91,1,0.599,Joe Biden (DEM) vs Donald Trump in WI (2020 US presidential)
us2020_2020-11-01_538_WI_rep,2020-11-01,Donald Trump (REP) vs Joe Biden in WI (2020 US presidential),WI,2020,1,Joe Biden,REP,1,-7.91,0,0.401,Donald Trump (REP) vs Joe Biden in WI (2020 US presidential)
us2020_2020-11-01_538_WV_dem,2020-11-01,Joe Biden (DEM) vs Donald Trump in WV (2020 US presidential),WV,2020,1,Donald Trump,DEM,0,-27.46,0,0.157,Joe Biden (DEM) vs Donald Trump in WV (2020 US presidential)
us2020_2020-11-01_538_WV_rep,2020-11-01,Donald Trump (REP) vs Joe Biden in WV (2020 US presidential),WV,2020,1,Donald Trump,REP,1,27.46,1,0.843,Donald Trump (REP) vs Joe Biden in WV (2020 US presidential)
us2020_2020-11-01_538_WA_dem,2020-11-01,Joe Biden (DEM) vs Donald Trump in WA (2020 US presidential),WA,2020,1,Joe Biden,DEM,0,23.08,1,0.788,Joe Biden (DEM) vs Donald Trump in WA (2020 US presidential)
us2020_2020-11-01_538_WA_rep,2020-11-01,Donald Trump (REP) vs Joe Biden in WA (2020 US presidential),WA,2020,1,Joe Biden,REP,1,-23.08,0,0.212,Donald Trump (REP) vs Joe Biden in WA (2020 US presidential)
us2020_2020-11-01_538_VA_dem,2020-11-01,Joe Biden (DEM) vs Donald Trump in VA (2020 US presidential),VA,2020,1,Joe Biden,DEM,0,11.2,1,0.64,Joe Biden (DEM) vs Donald Trump in VA (2020 US presidential)
us2020_2020-11-01_538_VA_rep,2020-11-01,Donald Trump (REP) vs Joe Biden in VA (2020 US presidential),VA,2020,1,Joe Biden,REP,1,-11.2,0,0.36,Donald Trump (REP) vs Joe Biden in VA (2020 US presidential)
us2020_2020-11-01_538_VT_dem,2020-11-01,Joe Biden (DEM) vs Donald Trump in VT (2020 US presidential),VT,2020,1,Joe Biden,DEM,0,37.83,1,0.973,Joe Biden (DEM) vs Donald Trump in VT (2020 US presidential)
us2020_2020-11-01_538_VT_rep,2020-11-01,Donald Trump (REP) vs Joe Biden in VT (2020 US presidential),VT,2020,1,Joe Biden,REP,1,-37.83,0,0.027,Donald Trump (REP) vs Joe Biden in VT (2020 US presidential)
us2020_2020-11-01_538_UT_dem,2020-11-01,Joe Biden (DEM) vs Donald Trump in UT (2020 US presidential),UT,2020,1,Donald Trump,DEM,0,-10.57,0,0.368,Joe Biden (DEM) vs Donald Trump in UT (2020 US presidential)
us2020_2020-11-01_538_UT_rep,2020-11-01,Donald Trump (REP) vs Joe Biden in UT (2020 US presidential),UT,2020,1,Donald Trump,REP,1,10.57,1,0.632,Donald Trump (REP) vs Joe Biden in UT (2020 US presidential)
